Digits,Base,Unique Attractors,Unique Ratio,Dominant,Dominant Freq,Kaprekar Constant?
28,17,13,0.13,DDA88888641GGGGGGECA...,0.27,NO
28,18,85,0.85,CB777655333332EEEEEE...,0.03,NO
28,19,50,0.50,FEEBA666664221GGGECC...,0.14,NO
28,20,93,0.93,IGFD9977755330IGGEEC...,0.03,NO
28,21,7,0.07,HGDCCCCA96543KKGGFEB...,0.63,NO
28,22,6,0.06,No convergence,0.95,NO
28,23,54,0.54,JIIFEEAA866221KKKGGE...,0.15,NO
28,24,99,0.99,MLKJHHDBB93310MMKKEC...,0.02,NO
28,25,16,0.16,LKHGGEDA98887OOGGGGF...,0.46,NO
28,26,89,0.89,OJJJIHHFD71110OOOOIC...,0.05,NO
28,27,88,0.88,NMMJIIEECA6661OKKKGE...,0.03,NO
28,28,94,0.94,OMLHFFFFD95330QOOMIE...,0.03,NO
28,29,15,0.15,POLKHGDC884421QQOOKK...,0.49,NO
28,30,10,0.10,No convergence,0.85,NO
29,2,7,0.07,11111111111110100000...,0.28,NO
29,3,38,0.38,22222222110222222211...,0.08,NO
29,4,21,0.21,33333211111110322222...,0.13,NO
29,5,60,0.60,44433333322044444322...,0.05,NO
29,6,37,0.37,54332111111110544444...,0.21,NO
29,7,30,0.30,66554332222210655444...,0.08,NO
29,8,49,0.49,76665544432217775554...,0.09,NO
29,9,25,0.25,87654444432088888765...,0.48,NO
29,10,68,0.68,98777654333210988766...,0.04,NO
29,11,24,0.24,A9876666543220A98876...,0.15,NO
29,12,44,0.44,BA998765555431B98766...,0.15,NO
29,13,7,0.07,CBBBA998665321CAA976...,0.53,NO
29,14,14,0.14,DCBA9987765431DBA987...,0.35,NO
29,15,21,0.21,EDCB9876665430EDBA98...,0.12,NO
29,16,28,0.28,FCCBA999986431FDCB97...,0.24,NO
29,17,9,0.09,FFECBA98765431GEDCBA...,0.47,NO
29,18,45,0.45,GGFDCBA9865420HGFDCB...,0.15,NO
29,19,8,0.08,IHGFDCB9875430IHFEDB...,0.85,NO
29,20,19,0.19,IIHEDCA9876541JHFEDC...,0.54,NO
29,21,18,0.18,JJFEEDBA976531KIHFED...,0.18,NO
29,22,30,0.30,LIIGFEDCA98641LJHFDC...,0.18,NO
29,23,12,0.12,MKJIFEDCB98752MJHFED...,0.45,NO
29,24,21,0.21,MKIGEDCBA87641NLJHGF...,0.29,NO
29,25,26,0.26,NNJIGEDBA86531OMLJIG...,0.39,NO
29,26,8,0.08,ONMJGFEDCA8641PNLJHF...,0.77,NO
29,27,7,0.07,PNMLJHFEDB9741QOMJHF...,0.51,NO
29,28,32,0.32,QOMKIHGECA8641RPNLJH...,0.24,NO
29,29,17,0.17,RPNLJIGEDBA852SPNKIH...,0.74,NO
29,30,6,0.06,SQOMKIGECA8641TRPNLJ...,0.83,NO
30,2,9,0.09,11111111111110110000...,0.24,NO
30,3,15,0.15,22222222211102222111...,0.23,NO
30,4,23,0.23,33333322111110332222...,0.13,NO
30,5,14,0.14,43333222222214444222...,0.50,NO
30,6,42,0.42,54433221111110554444...,0.20,NO
30,7,18,0.18,65544332222210665544...,0.15,NO
30,8,58,0.58,77665544322110776665...,0.05,NO
30,9,16,0.16,86666444444222166664...,0.36,NO
30,10,63,0.63,98876654433220998776...,0.11,NO
30,11,16,0.16,9988866444421AAAA886...,0.35,NO
30,12,66,0.66,BA988876654421BB9977...,0.25,NO
30,13,7,0.07,B988664444443CCCC888...,0.39,NO
30,14,75,0.75,CCCA8877664421DDBB99...,0.14,NO
30,15,13,0.13,DCBAAA98766441EECAA8...,0.29,NO
30,16,84,0.84,E99998555555552CAAAA...,0.05,NO
30,17,13,0.13,FEDCBA988765430FDCBA...,0.20,NO
30,18,90,0.90,CBB765533333332EEEEE...,0.03,NO
30,19,52,0.52,FEEEBAAAA666421GGECC...,0.08,NO
30,20,99,0.99,IHGFD9977775530IGEEC...,0.02,NO
30,21,6,0.06,HGDCCCCCA96543KKGGFE...,0.47,NO
30,22,20,0.20,No convergence,0.65,NO
30,23,58,0.58,JIFEEAA86662221KKKKG...,0.07,NO
30,24,100,1.00,MKJJHDB99953310MMKKI...,0.01,NO
30,25,13,0.13,LHGGC888888863OOKIGG...,0.46,NO
30,26,92,0.92,OMJDBB777777330OMMII...,0.02,NO
30,27,93,0.93,NMMMJIIIICA6661OKKKG...,0.03,NO
30,28,96,0.96,ONMLFFFFD999950QMIII...,0.02,NO
30,29,15,0.15,POLKHGDC8844421QQOOO...,0.34,NO
30,30,21,0.21,No convergence,0.79,NO
