n_digits,base,samples,unique_attractors,most_common_attractor,attractor_uniqueness_ratio,dominant_attractor_frequency,attractor_distribution
8,2,50,4,11011001 → 11011001,0.08,0.38,"{'11011001 → 11011001': 19, '11100001 → 11100001': 15, '10111101 → 10111101': 12, '01111111 → 01111111': 4}"
8,3,50,1,21022111 → 21022111,0.02,1.0,{'21022111 → 21022111': 50}
8,4,50,5,31333311 → 22133112 → 22033212 → 31333311,0.1,0.54,"{'31333311 → 22133112 → 22033212 → 31333311': 27, '33102201 → 33102201': 15, '31102221 → 31102221': 6, '22033212 → 31333311 → 22133112 → 22033212': 1, '33302001 → 33302001': 1}"
8,5,50,6,32203222 → 30444432 → 42103321 → 42144221 → 33144212 → 33103312 → 32203222,0.12,0.38,"{'32203222 → 30444432 → 42103321 → 42144221 → 33144212 → 33103312 → 32203222': 19, '30444432 → 42103321 → 42144221 → 33144212 → 33103312 → 32203222 → 30444432': 8, '42103321 → 42144221 → 33144212 → 33103312 → 32203222 → 30444432 → 42103321': 8, '42144221 → 33144212 → 33103312 → 32203222 → 30444432 → 42103321 → 42144221': 7, '33144212 → 33103312 → 32203222 → 30444432 → 42103321 → 42144221 → 33144212': 5, '33103312 → 32203222 → 30444432 → 42103321 → 42144221 → 33144212 → 33103312': 3}"
8,6,50,11,43204322 → 42104432 → 43204322,0.22,0.22,"{'43204322 → 42104432 → 43204322': 11, '53104421 → 53304221 → 53104421': 11, '53304221 → 53104421 → 53304221': 8, '31104443 → 43255222 → 33204323 → 41055442 → 54155311 → 44404112 → 43313222 → 31104443': 6, '42104432 → 43204322 → 42104432': 6, '55304201 → 55304201': 2, '41055442 → 54155311 → 44404112 → 43313222 → 31104443 → 43255222 → 33204323 → 41055442': 2, '44404112 → 43313222 → 31104443 → 43255222 → 33204323 → 41055442 → 54155311 → 44404112': 1, '54155311 → 44404112 → 43313222 → 31104443 → 43255222 → 33204323 → 41055442 → 54155311': 1, '33204323 → 41055442 → 54155311 → 44404112 → 43313222 → 31104443 → 43255222 → 33204323': 1, '43155322 → 43155322': 1}"
8,7,50,5,42166443 → 54066522 → 64305321 → 64166421 → 55366212 → 54314322 → 42166443,0.1,0.54,"{'42166443 → 54066522 → 64305321 → 64166421 → 55366212 → 54314322 → 42166443': 27, '64305321 → 64166421 → 55366212 → 54314322 → 42166443 → 54066522 → 64305321': 11, '64166421 → 55366212 → 54314322 → 42166443 → 54066522 → 64305321 → 64166421': 5, '54314322 → 42166443 → 54066522 → 64305321 → 64166421 → 55366212 → 54314322': 5, '54066522 → 64305321 → 64166421 → 55366212 → 54314322 → 42166443 → 54066522': 2}"
8,8,50,5,64306432 → 64106632 → 65406322 → 64306432,0.1,0.6,"{'64306432 → 64106632 → 65406322 → 64306432': 30, '65406322 → 64306432 → 64106632 → 65406322': 10, '75306421 → 75306421': 7, '53324443 → 31106665 → 65515222 → 53324443': 2, '64106632 → 65406322 → 64306432 → 64106632': 1}"
8,9,50,3,75388432 → 65407433 → 73188652 → 76407422 → 75388432,0.06,0.8,"{'75388432 → 65407433 → 73188652 → 76407422 → 75388432': 40, '76407422 → 75388432 → 65407433 → 73188652 → 76407422': 9, '73188652 → 76407422 → 75388432 → 65407433 → 73188652': 1}"
8,10,50,8,86526432 → 64308654 → 83208762 → 86526432,0.16,0.36,"{'86526432 → 64308654 → 83208762 → 86526432': 18, '86308632 → 86326632 → 64326654 → 43208766 → 85317642 → 75308643 → 84308652 → 86308632': 12, '84308652 → 86308632 → 86326632 → 64326654 → 43208766 → 85317642 → 75308643 → 84308652': 6, '86326632 → 64326654 → 43208766 → 85317642 → 75308643 → 84308652 → 86308632 → 86326632': 6, '64308654 → 83208762 → 86526432 → 64308654': 3, '85317642 → 75308643 → 84308652 → 86308632 → 86326632 → 64326654 → 43208766 → 85317642': 2, '83208762 → 86526432 → 64308654 → 83208762': 2, '97508421 → 97508421': 1}"
8,11,50,11,86418643 → 75218854 → 762AA744 → 86309743 → 95418652 → 861AA843 → 97418632 → 86418643,0.22,0.32,"{'86418643 → 75218854 → 762AA744 → 86309743 → 95418652 → 861AA843 → 97418632 → 86418643': 16, '95418652 → 861AA843 → 97418632 → 86418643 → 75218854 → 762AA744 → 86309743 → 95418652': 10, '86636443 → 53218876 → 76409644 → 93218872 → 86636443': 7, '76409644 → 93218872 → 86636443 → 53218876 → 76409644': 4, '75218854 → 762AA744 → 86309743 → 95418652 → 861AA843 → 97418632 → 86418643 → 75218854': 3, '74318764 → 74318764': 3, '53218876 → 76409644 → 93218872 → 86636443 → 53218876': 2, '861AA843 → 97418632 → 86418643 → 75218854 → 762AA744 → 86309743 → 95418652 → 861AA843': 2, '97418632 → 86418643 → 75218854 → 762AA744 → 86309743 → 95418652 → 861AA843 → 97418632': 1, '762AA744 → 86309743 → 95418652 → 861AA843 → 97418632 → 86418643 → 75218854 → 762AA744': 1, '86309743 → 95418652 → 861AA843 → 97418632 → 86418643 → 75218854 → 762AA744 → 86309743': 1}"
8,12,50,11,A7537642 → 8430A874 → A5428762 → 8630A854 → A540A762 → A830A832 → A8546632 → 8520A964 → A740A742 → A8328832 → 86546654 → 4210AA98 → A9737422 → 87428744 → 64328876 → 652BB866 → 961BB953 → A8428732 → 86528654 → 6410AA76 → A92BB822 → 9980A323 → A7646542 → 8320A984 → A7537642,0.22,0.4,"{'A7537642 → 8430A874 → A5428762 → 8630A854 → A540A762 → A830A832 → A8546632 → 8520A964 → A740A742 → A8328832 → 86546654 → 4210AA98 → A9737422 → 87428744 → 64328876 → 652BB866 → 961BB953 → A8428732 → 86528654 → 6410AA76 → A92BB822 → 9980A323 → A7646542 → 8320A984 → A7537642': 20, '86528654 → 6410AA76 → A92BB822 → 9980A323 → A7646542 → 8320A984 → A7537642 → 8430A874 → A5428762 → 8630A854 → A540A762 → A830A832 → A8546632 → 8520A964 → A740A742 → A8328832 → 86546654 → 4210AA98 → A9737422 → 87428744 → 64328876 → 652BB866 → 961BB953 → A8428732 → 86528654': 6, 'A850A632 → A850A632': 5, '8430A874 → A5428762 → 8630A854 → A540A762 → A830A832 → A8546632 → 8520A964 → A740A742 → A8328832 → 86546654 → 4210AA98 → A9737422 → 87428744 → 64328876 → 652BB866 → 961BB953 → A8428732 → 86528654 → 6410AA76 → A92BB822 → 9980A323 → A7646542 → 8320A984 → A7537642 → 8430A874': 4, '8630A854 → A540A762 → A830A832 → A8546632 → 8520A964 → A740A742 → A8328832 → 86546654 → 4210AA98 → A9737422 → 87428744 → 64328876 → 652BB866 → 961BB953 → A8428732 → 86528654 → 6410AA76 → A92BB822 → 9980A323 → A7646542 → 8320A984 → A7537642 → 8430A874 → A5428762 → 8630A854': 4, 'A830A832 → A8546632 → 8520A964 → A740A742 → A8328832 → 86546654 → 4210AA98 → A9737422 → 87428744 → 64328876 → 652BB866 → 961BB953 → A8428732 → 86528654 → 6410AA76 → A92BB822 → 9980A323 → A7646542 → 8320A984 → A7537642 → 8430A874 → A5428762 → 8630A854 → A540A762 → A830A832': 3, 'A7646542 → 8320A984 → A7537642 → 8430A874 → A5428762 → 8630A854 → A540A762 → A830A832 → A8546632 → 8520A964 → A740A742 → A8328832 → 86546654 → 4210AA98 → A9737422 → 87428744 → 64328876 → 652BB866 → 961BB953 → A8428732 → 86528654 → 6410AA76 → A92BB822 → 9980A323 → A7646542': 3, '873BB744 → 873BB744': 2, '87428744 → 64328876 → 652BB866 → 961BB953 → A8428732 → 86528654 → 6410AA76 → A92BB822 → 9980A323 → A7646542 → 8320A984 → A7537642 → 8430A874 → A5428762 → 8630A854 → A540A762 → A830A832 → A8546632 → 8520A964 → A740A742 → A8328832 → 86546654 → 4210AA98 → A9737422 → 87428744': 1, 'A540A762 → A830A832 → A8546632 → 8520A964 → A740A742 → A8328832 → 86546654 → 4210AA98 → A9737422 → 87428744 → 64328876 → 652BB866 → 961BB953 → A8428732 → 86528654 → 6410AA76 → A92BB822 → 9980A323 → A7646542 → 8320A984 → A7537642 → 8430A874 → A5428762 → 8630A854 → A540A762': 1, '8320A984 → A7537642 → 8430A874 → A5428762 → 8630A854 → A540A762 → A830A832 → A8546632 → 8520A964 → A740A742 → A8328832 → 86546654 → 4210AA98 → A9737422 → 87428744 → 64328876 → 652BB866 → 961BB953 → A8428732 → 86528654 → 6410AA76 → A92BB822 → 9980A323 → A7646542 → 8320A984': 1}"
8,13,50,4,9541A874 → 9541A874,0.08,0.86,"{'9541A874 → 9541A874': 43, 'B9438832 → 96538764 → 641CCA87 → B840B842 → B9438832': 3, '96538764 → 641CCA87 → B840B842 → B9438832 → 96538764': 3, 'B840B842 → B9438832 → 96538764 → 641CCA87 → B840B842': 1}"
8,14,50,6,CA70C632 → CA70C632,0.12,0.74,"{'CA70C632 → CA70C632': 37, 'A430CA94 → C7648762 → A410CC94 → CB648722 → A940C944 → C6548872 → A430CA94': 5, 'A9739644 → 7550C887 → C32DDAA2 → BB8DD423 → BA72A633 → 9770C665 → C410CC92 → CBA48322 → A9739644': 5, 'CB648722 → A940C944 → C6548872 → A430CA94 → C7648762 → A410CC94 → CB648722': 1, 'A410CC94 → CB648722 → A940C944 → C6548872 → A430CA94 → C7648762 → A410CC94': 1, 'C652A872 → A830CA54 → C762A762 → A810CC54 → CB62A722 → A980C544 → C652A872': 1}"
8,15,50,13,B741CA74 → B75EE874 → A940DA55 → D653A982 → B741CA74,0.26,0.38,"{'B741CA74 → B75EE874 → A940DA55 → D653A982 → B741CA74': 19, 'B75EE874 → A940DA55 → D653A982 → B741CA74 → B75EE874': 12, 'B31EECB4 → DB7EE632 → CB73A733 → 986EE766 → 8830DB67 → D820DC62 → DBA1C432 → CA858643 → 9631CB86 → B831CB64 → B871C764 → B71EEC74 → DA53A942 → B763A874 → 861EEC87 → D84EE962 → CA70D743 → D95EE852 → C980D653 → D941CA52 → CA63A843 → 9761C876 → B31EECB4': 3, 'CA858643 → 9631CB86 → B831CB64 → B871C764 → B71EEC74 → DA53A942 → B763A874 → 861EEC87 → D84EE962 → CA70D743 → D95EE852 → C980D653 → D941CA52 → CA63A843 → 9761C876 → B31EECB4 → DB7EE632 → CB73A733 → 986EE766 → 8830DB67 → D820DC62 → DBA1C432 → CA858643': 2, 'B763A874 → 861EEC87 → D84EE962 → CA70D743 → D95EE852 → C980D653 → D941CA52 → CA63A843 → 9761C876 → B31EECB4 → DB7EE632 → CB73A733 → 986EE766 → 8830DB67 → D820DC62 → DBA1C432 → CA858643 → 9631CB86 → B831CB64 → B871C764 → B71EEC74 → DA53A942 → B763A874': 2, 'B71EEC74 → DA53A942 → B763A874 → 861EEC87 → D84EE962 → CA70D743 → D95EE852 → C980D653 → D941CA52 → CA63A843 → 9761C876 → B31EECB4 → DB7EE632 → CB73A733 → 986EE766 → 8830DB67 → D820DC62 → DBA1C432 → CA858643 → 9631CB86 → B831CB64 → B871C764 → B71EEC74': 2, 'D941CA52 → CA63A843 → 9761C876 → B31EECB4 → DB7EE632 → CB73A733 → 986EE766 → 8830DB67 → D820DC62 → DBA1C432 → CA858643 → 9631CB86 → B831CB64 → B871C764 → B71EEC74 → DA53A942 → B763A874 → 861EEC87 → D84EE962 → CA70D743 → D95EE852 → C980D653 → D941CA52': 2, 'B871C764 → B71EEC74 → DA53A942 → B763A874 → 861EEC87 → D84EE962 → CA70D743 → D95EE852 → C980D653 → D941CA52 → CA63A843 → 9761C876 → B31EECB4 → DB7EE632 → CB73A733 → 986EE766 → 8830DB67 → D820DC62 → DBA1C432 → CA858643 → 9631CB86 → B831CB64 → B871C764': 2, 'CA63A843 → 9761C876 → B31EECB4 → DB7EE632 → CB73A733 → 986EE766 → 8830DB67 → D820DC62 → DBA1C432 → CA858643 → 9631CB86 → B831CB64 → B871C764 → B71EEC74 → DA53A942 → B763A874 → 861EEC87 → D84EE962 → CA70D743 → D95EE852 → C980D653 → D941CA52 → CA63A843': 2, 'B831CB64 → B871C764 → B71EEC74 → DA53A942 → B763A874 → 861EEC87 → D84EE962 → CA70D743 → D95EE852 → C980D653 → D941CA52 → CA63A843 → 9761C876 → B31EECB4 → DB7EE632 → CB73A733 → 986EE766 → 8830DB67 → D820DC62 → DBA1C432 → CA858643 → 9631CB86 → B831CB64': 1, 'CAA76443 → 9660D886 → D321CCB2 → CAA76443': 1, 'D95EE852 → C980D653 → D941CA52 → CA63A843 → 9761C876 → B31EECB4 → DB7EE632 → CB73A733 → 986EE766 → 8830DB67 → D820DC62 → DBA1C432 → CA858643 → 9631CB86 → B831CB64 → B871C764 → B71EEC74 → DA53A942 → B763A874 → 861EEC87 → D84EE962 → CA70D743 → D95EE852': 1, 'DBA1C432 → CA858643 → 9631CB86 → B831CB64 → B871C764 → B71EEC74 → DA53A942 → B763A874 → 861EEC87 → D84EE962 → CA70D743 → D95EE852 → C980D653 → D941CA52 → CA63A843 → 9761C876 → B31EECB4 → DB7EE632 → CB73A733 → 986EE766 → 8830DB67 → D820DC62 → DBA1C432': 1}"
8,16,50,11,E852CA72 → CA50EA54 → E854AA72 → C650EA94 → E852CA72,0.22,0.36,"{'E852CA72 → CA50EA54 → E854AA72 → C650EA94 → E852CA72': 18, 'E850EA72 → EC50EA32 → EC94A632 → C962C964 → A832CC76 → A940EB66 → E742CB82 → CA70E854 → E850EA72': 14, 'CA30EC54 → E984A762 → C630EC94 → E982C762 → CA30EC54': 5, 'CA70E854 → E850EA72 → EC50EA32 → EC94A632 → C962C964 → A832CC76 → A940EB66 → E742CB82 → CA70E854': 4, 'E982C762 → CA30EC54 → E984A762 → C630EC94 → E982C762': 2, 'CA50EA54 → E854AA72 → C650EA94 → E852CA72 → CA50EA54': 2, 'C610EE94 → ED82C722 → CBA0E544 → E874A872 → C610EE94': 1, 'E874A872 → C610EE94 → ED82C722 → CBA0E544 → E874A872': 1, 'EC50EA32 → EC94A632 → C962C964 → A832CC76 → A940EB66 → E742CB82 → CA70E854 → E850EA72 → EC50EA32': 1, 'B974A865 → 7530ECA9 → E951DA62 → DB52CA43 → B974A865': 1, 'EC94A632 → C962C964 → A832CC76 → A940EB66 → E742CB82 → CA70E854 → E850EA72 → EC50EA32 → EC94A632': 1}"
8,17,50,5,951GGEB8 → FB61EA52 → EC63CA43 → B983C876 → 951GGEB8,0.1,0.68,"{'951GGEB8 → FB61EA52 → EC63CA43 → B983C876 → 951GGEB8': 34, 'D981E874 → D91GGE74 → FC73C942 → D981E874': 7, 'B983C876 → 951GGEB8 → FB61EA52 → EC63CA43 → B983C876': 5, 'D91GGE74 → FC73C942 → D981E874 → D91GGE74': 3, 'FB61EA52 → EC63CA43 → B983C876 → 951GGEB8 → FB61EA52': 1}"
8,18,50,18,GA74CA72 → E832EE94 → CBA0G766 → G652ECB2 → EC74CA54 → A872EA98 → C320GFE6 → GDB5B642 → E964CB84 → A850GC98 → G720GFA2 → GED2E432 → ECB88654 → A74HHCA8 → DA3HHD75 → EC62EB54 → CA74CA76 → 8632EEBA → CB51FC66 → E764CBA4 → A852EC98 → C720GFA6 → GD62EB42 → EC94C854 → A870GA98 → G320GFE2 → GEDA6432 → EB93D864 → B950GC87 → G740GDA2 → GE92E832 → ECB0G654 → GA74CA72,0.36,0.24,"{'GA74CA72 → E832EE94 → CBA0G766 → G652ECB2 → EC74CA54 → A872EA98 → C320GFE6 → GDB5B642 → E964CB84 → A850GC98 → G720GFA2 → GED2E432 → ECB88654 → A74HHCA8 → DA3HHD75 → EC62EB54 → CA74CA76 → 8632EEBA → CB51FC66 → E764CBA4 → A852EC98 → C720GFA6 → GD62EB42 → EC94C854 → A870GA98 → G320GFE2 → GEDA6432 → EB93D864 → B950GC87 → G740GDA2 → GE92E832 → ECB0G654 → GA74CA72': 12, 'ECB4C654 → A874CA98 → 8320GFEA → GDB1F642 → FD94C843 → C980G986 → G610GGB2 → GFE4C322 → EDB79644 → A951FC88 → E720GFA4 → GDA2E742 → EC92E854 → CA70GA76 → G632EEB2 → ECB4C654': 7, 'CA74CA76 → 8632EEBA → CB51FC66 → E764CBA4 → A852EC98 → C720GFA6 → GD62EB42 → EC94C854 → A870GA98 → G320GFE2 → GEDA6432 → EB93D864 → B950GC87 → G740GDA2 → GE92E832 → ECB0G654 → GA74CA72 → E832EE94 → CBA0G766 → G652ECB2 → EC74CA54 → A872EA98 → C320GFE6 → GDB5B642 → E964CB84 → A850GC98 → G720GFA2 → GED2E432 → ECB88654 → A74HHCA8 → DA3HHD75 → EC62EB54 → CA74CA76': 7, 'C652ECB6 → C764CBA6 → 8652ECBA → C751FCA6 → E762EBA4 → CA52EC76 → C762EBA6 → C652ECB6': 6, 'CA52EC76 → C762EBA6 → C652ECB6 → C764CBA6 → 8652ECBA → C751FCA6 → E762EBA4 → CA52EC76': 4, 'A852EC98 → C720GFA6 → GD62EB42 → EC94C854 → A870GA98 → G320GFE2 → GEDA6432 → EB93D864 → B950GC87 → G740GDA2 → GE92E832 → ECB0G654 → GA74CA72 → E832EE94 → CBA0G766 → G652ECB2 → EC74CA54 → A872EA98 → C320GFE6 → GDB5B642 → E964CB84 → A850GC98 → G720GFA2 → GED2E432 → ECB88654 → A74HHCA8 → DA3HHD75 → EC62EB54 → CA74CA76 → 8632EEBA → CB51FC66 → E764CBA4 → A852EC98': 2, 'A872EA98 → C320GFE6 → GDB5B642 → E964CB84 → A850GC98 → G720GFA2 → GED2E432 → ECB88654 → A74HHCA8 → DA3HHD75 → EC62EB54 → CA74CA76 → 8632EEBA → CB51FC66 → E764CBA4 → A852EC98 → C720GFA6 → GD62EB42 → EC94C854 → A870GA98 → G320GFE2 → GEDA6432 → EB93D864 → B950GC87 → G740GDA2 → GE92E832 → ECB0G654 → GA74CA72 → E832EE94 → CBA0G766 → G652ECB2 → EC74CA54 → A872EA98': 1, 'CA70GA76 → G632EEB2 → ECB4C654 → A874CA98 → 8320GFEA → GDB1F642 → FD94C843 → C980G986 → G610GGB2 → GFE4C322 → EDB79644 → A951FC88 → E720GFA4 → GDA2E742 → EC92E854 → CA70GA76': 1, '8652ECBA → C751FCA6 → E762EBA4 → CA52EC76 → C762EBA6 → C652ECB6 → C764CBA6 → 8652ECBA': 1, 'C720GFA6 → GD62EB42 → EC94C854 → A870GA98 → G320GFE2 → GEDA6432 → EB93D864 → B950GC87 → G740GDA2 → GE92E832 → ECB0G654 → GA74CA72 → E832EE94 → CBA0G766 → G652ECB2 → EC74CA54 → A872EA98 → C320GFE6 → GDB5B642 → E964CB84 → A850GC98 → G720GFA2 → GED2E432 → ECB88654 → A74HHCA8 → DA3HHD75 → EC62EB54 → CA74CA76 → 8632EEBA → CB51FC66 → E764CBA4 → A852EC98 → C720GFA6': 1, 'EDB79644 → A951FC88 → E720GFA4 → GDA2E742 → EC92E854 → CA70GA76 → G632EEB2 → ECB4C654 → A874CA98 → 8320GFEA → GDB1F642 → FD94C843 → C980G986 → G610GGB2 → GFE4C322 → EDB79644': 1, 'A760GBA8 → G531FEC2 → FDB6A643 → C953DC86 → A760GBA8': 1, 'C764CBA6 → 8652ECBA → C751FCA6 → E762EBA4 → CA52EC76 → C762EBA6 → C652ECB6 → C764CBA6': 1, 'CB5HHB66 → CB5HHB66': 1, 'A850GC98 → G720GFA2 → GED2E432 → ECB88654 → A74HHCA8 → DA3HHD75 → EC62EB54 → CA74CA76 → 8632EEBA → CB51FC66 → E764CBA4 → A852EC98 → C720GFA6 → GD62EB42 → EC94C854 → A870GA98 → G320GFE2 → GEDA6432 → EB93D864 → B950GC87 → G740GDA2 → GE92E832 → ECB0G654 → GA74CA72 → E832EE94 → CBA0G766 → G652ECB2 → EC74CA54 → A872EA98 → C320GFE6 → GDB5B642 → E964CB84 → A850GC98': 1, 'GE92E832 → ECB0G654 → GA74CA72 → E832EE94 → CBA0G766 → G652ECB2 → EC74CA54 → A872EA98 → C320GFE6 → GDB5B642 → E964CB84 → A850GC98 → G720GFA2 → GED2E432 → ECB88654 → A74HHCA8 → DA3HHD75 → EC62EB54 → CA74CA76 → 8632EEBA → CB51FC66 → E764CBA4 → A852EC98 → C720GFA6 → GD62EB42 → EC94C854 → A870GA98 → G320GFE2 → GEDA6432 → EB93D864 → B950GC87 → G740GDA2 → GE92E832': 1, 'A874CA98 → 8320GFEA → GDB1F642 → FD94C843 → C980G986 → G610GGB2 → GFE4C322 → EDB79644 → A951FC88 → E720GFA4 → GDA2E742 → EC92E854 → CA70GA76 → G632EEB2 → ECB4C654 → A874CA98': 1, 'A870GA98 → G320GFE2 → GEDA6432 → EB93D864 → B950GC87 → G740GDA2 → GE92E832 → ECB0G654 → GA74CA72 → E832EE94 → CBA0G766 → G652ECB2 → EC74CA54 → A872EA98 → C320GFE6 → GDB5B642 → E964CB84 → A850GC98 → G720GFA2 → GED2E432 → ECB88654 → A74HHCA8 → DA3HHD75 → EC62EB54 → CA74CA76 → 8632EEBA → CB51FC66 → E764CBA4 → A852EC98 → C720GFA6 → GD62EB42 → EC94C854 → A870GA98': 1}"
8,19,50,10,FBA3E874 → CA41GE87 → FA51GD84 → FB81GA74 → FB41GE74 → FBA3E874,0.2,0.3,"{'FBA3E874 → CA41GE87 → FA51GD84 → FB81GA74 → FB41GE74 → FBA3E874': 15, 'DB61GC76 → F763ECB4 → CA63EC87 → B651GDC8 → F862FCA4 → DB61GC76': 14, 'FB81GA74 → FB41GE74 → FBA3E874 → CA41GE87 → FA51GD84 → FB81GA74': 5, 'CA63EC87 → B651GDC8 → F862FCA4 → DB61GC76 → F763ECB4 → CA63EC87': 4, 'F763ECB4 → CA63EC87 → B651GDC8 → F862FCA4 → DB61GC76 → F763ECB4': 4, 'CA41GE87 → FA51GD84 → FB81GA74 → FB41GE74 → FBA3E874 → CA41GE87': 4, 'FB41GE74 → FBA3E874 → CA41GE87 → FA51GD84 → FB81GA74 → FB41GE74': 1, 'F862FCA4 → DB61GC76 → F763ECB4 → CA63EC87 → B651GDC8 → F862FCA4': 1, 'D765CCB6 → 8663ECCB → B662FCC8 → D662FCC6 → D765CCB6': 1, 'B651GDC8 → F862FCA4 → DB61GC76 → F763ECB4 → CA63EC87 → B651GDC8': 1}"
8,20,50,3,IC96CA72 → G650IED4 → IC96CA72,0.06,0.58,"{'IC96CA72 → G650IED4 → IC96CA72': 29, 'CA50IE98 → I940IFA2 → IGB0I832 → IGD2G632 → GED6C654 → C975DCA8 → 8540IFEC → IB93FA82 → GC30IG74 → IDC4E762 → GA74EC94 → CA50IE98': 20, 'GED6C654 → C975DCA8 → 8540IFEC → IB93FA82 → GC30IG74 → IDC4E762 → GA74EC94 → CA50IE98 → I940IFA2 → IGB0I832 → IGD2G632 → GED6C654': 1}"
8,21,50,13,9743GGDC → DC62HE88 → F853GFC6 → DA93GBA8 → D51KKIF8 → JFA1IA52 → IG9KKA43 → HG95EB44 → DC91IB88 → H541IGF4 → HDC9A874 → D640JGE8 → JC84FC82 → HB43GG94 → ECC1I887 → H743GGD4 → ECC5E887 → 9743GGDC,0.26,0.36,"{'9743GGDC → DC62HE88 → F853GFC6 → DA93GBA8 → D51KKIF8 → JFA1IA52 → IG9KKA43 → HG95EB44 → DC91IB88 → H541IGF4 → HDC9A874 → D640JGE8 → JC84FC82 → HB43GG94 → ECC1I887 → H743GGD4 → ECC5E887 → 9743GGDC': 18, 'HA53GFA4 → EC9KKA87 → DC51IF88 → HA53GFA4': 12, 'HDC9A874 → D640JGE8 → JC84FC82 → HB43GG94 → ECC1I887 → H743GGD4 → ECC5E887 → 9743GGDC → DC62HE88 → F853GFC6 → DA93GBA8 → D51KKIF8 → JFA1IA52 → IG9KKA43 → HG95EB44 → DC91IB88 → H541IGF4 → HDC9A874': 6, 'H743GGD4 → ECC5E887 → 9743GGDC → DC62HE88 → F853GFC6 → DA93GBA8 → D51KKIF8 → JFA1IA52 → IG9KKA43 → HG95EB44 → DC91IB88 → H541IGF4 → HDC9A874 → D640JGE8 → JC84FC82 → HB43GG94 → ECC1I887 → H743GGD4': 3, 'DC91IB88 → H541IGF4 → HDC9A874 → D640JGE8 → JC84FC82 → HB43GG94 → ECC1I887 → H743GGD4 → ECC5E887 → 9743GGDC → DC62HE88 → F853GFC6 → DA93GBA8 → D51KKIF8 → JFA1IA52 → IG9KKA43 → HG95EB44 → DC91IB88': 2, 'HDA3GA74 → EC5KKE87 → FD61IE76 → H985ECB4 → D941IGB8 → HC51IF84 → HDA3GA74': 2, 'F853GFC6 → DA93GBA8 → D51KKIF8 → JFA1IA52 → IG9KKA43 → HG95EB44 → DC91IB88 → H541IGF4 → HDC9A874 → D640JGE8 → JC84FC82 → HB43GG94 → ECC1I887 → H743GGD4 → ECC5E887 → 9743GGDC → DC62HE88 → F853GFC6': 1, 'HC51IF84 → HDA3GA74 → EC5KKE87 → FD61IE76 → H985ECB4 → D941IGB8 → HC51IF84': 1, 'DA93GBA8 → D51KKIF8 → JFA1IA52 → IG9KKA43 → HG95EB44 → DC91IB88 → H541IGF4 → HDC9A874 → D640JGE8 → JC84FC82 → HB43GG94 → ECC1I887 → H743GGD4 → ECC5E887 → 9743GGDC → DC62HE88 → F853GFC6 → DA93GBA8': 1, 'H541IGF4 → HDC9A874 → D640JGE8 → JC84FC82 → HB43GG94 → ECC1I887 → H743GGD4 → ECC5E887 → 9743GGDC → DC62HE88 → F853GFC6 → DA93GBA8 → D51KKIF8 → JFA1IA52 → IG9KKA43 → HG95EB44 → DC91IB88 → H541IGF4': 1, 'FD61IE76 → H985ECB4 → D941IGB8 → HC51IF84 → HDA3GA74 → EC5KKE87 → FD61IE76': 1, 'D941IGB8 → HC51IF84 → HDA3GA74 → EC5KKE87 → FD61IE76 → H985ECB4 → D941IGB8': 1, 'H985ECB4 → D941IGB8 → HC51IF84 → HDA3GA74 → EC5KKE87 → FD61IE76 → H985ECB4': 1}"
